list_index,master_text_id,kind,source_japanese,dormant_list2_reference,translation
554,1020,card_text,予想外の事態に対応するため、サイバーロードは見向きもしなかった深海の厄介者をも改造し自軍に取り込み始めた。,予想外の事態に対応するため、サイバーロードは見向きもしなかった深海の厄介者をも改造し自軍に取り込み始めた。,
555,1021,card_text,シー・ハッカー,シー・ハッカー,Sea Hacker
556,1022,card_text,セティボルス,Cetibols,Cetibols
557,1023,card_text,＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、カードを１枚引いてもよい。,＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、カードを１枚引いてもよい。,"■ When this creature is destroyed, you may draw a card."
558,1024,card_text,ちぎれた足からまた生まれる。,ちぎれた足からまた生まれる。,
559,1025,card_text,シー・ハッカー,シー・ハッカー,Sea Hacker
560,1026,card_text,夢幻の影ダーク・バンディット,"Dark Bandit, the Dream Shadow","Dream Pirate, Shadow of Theft"
561,1027,card_text,＊このクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分の手札に戻してもよい。そうした場合、自分の手札から1枚選び、自分の墓地に置く。,＊このクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分の手札に戻してもよい。そうした場合、自分の手札から1枚選び、自分の墓地に置く。,"■ When this creature would be destroyed, you may return it to your hand instead. If you do, put a card from your hand into your graveyard."
562,1028,card_text,他人とは、略奪するまで魂を育ててくれる牧場みたいなものだ。,他人とは、略奪するまで魂を育ててくれる牧場みたいなものだ。,
563,1029,card_text,ゴースト,ゴースト,Ghost
564,1030,card_text,隠密人形ゲザリー,Undercover Doll Gezary,"Gezary, Undercover Doll"
565,1031,card_text,＊自然ステルス（相手のマナゾーンに自然のカードが１枚でもあれば、このクリーチャーはブロックされない）,＊自然ステルス（相手のマナゾーンに自然のカードが１枚でもあれば、このクリーチャーはブロックされない）,■ Nature stealth (This creature can't be blocked while your opponent has any nature cards in his mana zone.)
566,1032,card_text,地底から密かに伸びる操りの糸。その正体は誰も知らない。,地底から密かに伸びる操りの糸。その正体は誰も知らない。,
567,1033,card_text,デスパペット,デスパペット,Death Puppet
568,1034,card_text,飛行男,Flying Man,Propeller Mutant
569,1035,card_text,＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、相手の手札から1枚見ないで選び、相手はそれを持ち主の墓地に置く。,＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、相手の手札から1枚見ないで選び、相手はそれを持ち主の墓地に置く。,"■ When this creature is destroyed, your opponent discards a card at random from his hand."
570,1036,card_text,フィオナの森へ特攻だ！　泥はおまけに取っときな！,フィオナの森へ特攻だ！　泥はおまけに取っときな！,
571,1037,card_text,へドリアン,へドリアン,Hedrian
572,1038,card_text,バキューム・ジェル,Vacuum Gel,Vacuum Gel
573,1039,card_text,"{ST} S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊バトルゾーンにある、相手のタップされていない光または自然のクリーチャーを１体選ぶ。相手はそれを持ち主の墓地に置く。","{ST} S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊バトルゾーンにある、相手のタップされていない光または自然のクリーチャーを１体選ぶ。相手はそれを持ち主の墓地に置く。","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's untapped light or untapped nature creatures."
574,1040,card_text,骨の世界へようこそ！,骨の世界へようこそ！,
575,1041,card_text,ガザリアス・ドラゴン,Gazarias Dragon,Gazarias Dragon
576,1042,card_text,＊自分のシールドが1枚もなければ、このクリーチャーのパワーは+4000され、「W・ブレイカー」を得る。,＊自分のシールドが1枚もなければ、このクリーチャーのパワーは+4000され、「W・ブレイカー」を得る。,"■ While you have no shields, this creature gets +4000 power and has ""double breaker (This creature breaks 2 shields)."""
577,1043,card_text,奥深き地で轟いた同胞の断末魔、そこから全てが始まった。,奥深き地で轟いた同胞の断末魔、そこから全てが始まった。,
578,1044,card_text,アーマード・ドラゴン,アーマード・ドラゴン,Armored Dragon
579,1045,card_text,アストロノーツ・ワイバーン,Astronaut Wyvern,Astronaut Skyterror
580,1046,card_text,＊バトルゾーンに他に自分のクリーチャーがなければ、このクリーチャーは「パワーアタッカー+4000」と「W・ブレイカー」を得る。（攻撃中、そのクリーチャーのパワーは+4000され、シールドを攻撃したとき、シールドを2枚ブレイクする）,＊バトルゾーンに他に自分のクリーチャーがなければ、このクリーチャーは「パワーアタッカー+4000」と「W・ブレイカー」を得る。（攻撃中、そのクリーチャーのパワーは+4000され、シールドを攻撃したとき、シールドを2枚ブレイクする）,"■ While you have no other creatures in the battle zone, this creature has ""Power attacker +4000 (While attacking, this creature gets +4000 power)"" and ""Double breaker (This creature breaks 2 shields)."""
581,1047,card_text,古き伝説に、龍族は「星を渡る者」と記されていた。,古き伝説に、龍族は「星を渡る者」と記されていた。,
582,1048,card_text,アーマード・ワイバーン,アーマード・ワイバーン,Armored Wyvern
583,1049,card_text,暴走番長ギャラン,Wild Racer Chief Garan,Wild Racer Chief Garan
584,1050,card_text,"＊パワーアタッカー+1000（攻撃中、このクリーチャーのパワーは+1000される）
＊光ステルス（相手のマナゾーンに光のカードが１枚でもあれば、このクリーチャーはブロックされない）","＊パワーアタッカー+1000（攻撃中、このクリーチャーのパワーは+1000される）
＊光ステルス（相手のマナゾーンに光のカードが１枚でもあれば、このクリーチャーはブロックされない）","■ Power attacker +1000 (While attacking, this creature gets +1000 power.)
■ Light stealth (This creature can't be blocked while your opponent has any light cards in his mana zone.)"
