seq,large_chunk,small_chunk,resource_key,canonical_key,internal_id,japanese_name,english_name,card_type,race,rules,flavor,mapping,large_chunk_size,inner_archive_size,outer_slack
285,962,1645,7_29,7_29,281,ブラッディ・チャージャー,Venom Charger,SPELL,,"■ One of your creatures in the battle zone gets ""slayer"" until the end of the turn. (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)",,crosswalk,141312,139776,1536
286,963,1646,7_30,7_30,282,怪神兵ナグール,Otherworldly Warrior Naglu,CREATURE,Armorloid,"■ This creature can't be attacked.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,143360,143104,256
287,964,1647,7_31,7_31,283,クレーターザウルス,Cratersaur,CREATURE,Rock Beast,"■ While you have no shields, this creature can attack untapped creatures and has ""Power attacker +3000 (While attacking, this creature gets +3000 power).""",,crosswalk,149504,147712,1792
288,965,1648,7_32,7_32,284,エナジー・チャージャー,Energy Charger,SPELL,,"■ One of your creatures gets +2000 power until the end of the turn.
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)",,crosswalk,135168,134656,512
289,966,1649,7_33,7_33,285,シェル・ブリーダー,Brood Shell,CREATURE,Colony Beetle,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Return a creature from your mana zone to your hand.",,crosswalk,147456,146944,512
290,967,1650,7_34,7_34,286,不死身の果実,Fruit of Eternity,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Whenever any of your creatures would be destroyed this turn, put it into your mana zone instead.",,crosswalk,133120,132352,768
291,968,1651,7_35,7_35,287,メビウス・チャージャー,Mulch Charger,SPELL,,"■ Put one of your creatures from the battle zone into your mana zone.
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)",,crosswalk,141312,140032,1280
292,969,1652,7_36,7_36,288,白夜の守護者ロディ・ゲール,"Rodi Gale, Night Guardian",CREATURE,Guardian,■ Darkness stealth (This creature can't be blocked while your opponent has any darkness cards in his mana zone.),,crosswalk,135168,134656,512
293,970,1653,7_37,7_37,289,捕縛の使徒ローム,"Rom, Vizier of Tendrils",CREATURE,Initiate,"■ When you put this creature into the battle zone, you may choose one of your opponent's creatures in the battle zone and tap it.",,crosswalk,124928,124672,256
294,971,1654,7_38,7_38,290,予言者ベクス,"Bex, the Oracle",CREATURE,Light Bringer,"■ While you have no shields, this creature has ""blocker"". (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)",,crosswalk,129024,128256,768
295,972,1655,7_39,7_39,291,ミラクル・ポータル,Miracle Portal,SPELL,,"■ Choose one of your creatures in the battle zone. This turn, it can't be blocked and you ignore any effects that would prevent that creature from attacking your opponent. (For example, ignore summoning sickness and card effects that say ""This creature can't attack"" or ""This creature can't attack players."" Your creatures can't attack creatures this way.)",,crosswalk,129024,127232,1792
296,973,1656,7_40,7_40,292,アクア・エージェント,Aqua Agent,CREATURE,Liquid People,"■ Water stealth (This creature can't be blocked while your opponent has any water cards in his mana zone.)
■ When this creature would be destroyed, you may return it to your hand instead.",,crosswalk,137216,135936,1280
297,974,1657,7_41,7_41,293,ウォール・クラスター,Titanium Cluster,CREATURE,Cyber Cluster,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't be attacked.
■ This creature can't attack.",,crosswalk,129024,127744,1280
298,975,1658,7_42,7_42,294,ガラティアヌス,Garatyano,CREATURE,Sea Hacker,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Look at the top 3 cards of your deck. Then put them back in any order.",,crosswalk,112640,112640,0
299,976,1659,7_43,7_43,295,セティボルス,Cetibols,CREATURE,Sea Hacker,"■ When this creature is destroyed, you may draw a card.",,crosswalk,126976,125184,1792
300,977,1660,7_44,7_44,296,夢幻の影ダーク・バンディット,"Dream Pirate, Shadow of Theft",CREATURE,Ghost,"■ When this creature would be destroyed, you may return it to your hand instead. If you do, put a card from your hand into your graveyard.",,crosswalk,143360,142848,512
301,978,1661,7_45,7_45,297,隠密人形ゲザリー,"Gezary, Undercover Doll",CREATURE,Death Puppet,■ Nature stealth (This creature can't be blocked while your opponent has any nature cards in his mana zone.),,crosswalk,141312,140288,1024
302,979,1662,7_46,7_46,298,飛行男,Propeller Mutant,CREATURE,Hedrian,"■ When this creature is destroyed, your opponent discards a card at random from his hand.",,crosswalk,126976,126976,0
303,980,1663,7_47,7_47,299,バキューム・ジェル,Vacuum Gel,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's untapped light or untapped nature creatures.",,crosswalk,141312,140544,768
304,981,1664,7_48,7_48,300,ガザリアス・ドラゴン,Gazarias Dragon,CREATURE,Armored Dragon,"■ While you have no shields, this creature gets +4000 power and has ""double breaker (This creature breaks 2 shields).""",,crosswalk,126976,125440,1536
305,982,1665,7_49,7_49,301,アストロノーツ・ワイバーン,Astronaut Skyterror,CREATURE,Armored Wyvern,"■ While you have no other creatures in the battle zone, this creature has ""Power attacker +4000 (While attacking, this creature gets +4000 power)"" and ""Double breaker (This creature breaks 2 shields).""",,crosswalk,145408,144640,768
306,983,1666,7_50,7_50,302,暴走番長ギャラン,Wild Racer Chief Garan,CREATURE,Human,"■ Power attacker +1000 (While attacking, this creature gets +1000 power.)
■ Light stealth (This creature can't be blocked while your opponent has any light cards in his mana zone.)",,crosswalk,145408,144384,1024
307,984,1667,7_51,7_51,303,クック・ポロン,Kooc Pollon,CREATURE,Fire Bird,■ This creature can't be attacked.,,crosswalk,131072,130560,512
308,985,1668,7_52,7_52,304,撃墜するスティンガー・ホーン,"Stinger Horn, the Delver",CREATURE,Horned Beast,"■ Power attacker +1000 (While attacking, this creature gets +1000 power.)
■ Water stealth (This creature can't be blocked while your opponent has any water cards in his mana zone.)",,crosswalk,157696,157696,0
309,986,1669,7_53,7_53,305,春風妖精ポップル,"Popple, Flowerpetal Dancer",CREATURE,Snow Faerie,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Put the top card of your deck into your mana zone.",,crosswalk,145408,143616,1792
310,987,1670,7_54,7_54,306,ランチャー・スパイダー,Launch Locust,CREATURE,Giant Insect,"■ While attacking, this creature gets +1000 power for each other creature you have in the battle zone.",,crosswalk,135168,135168,0
311,988,1671,7_55,7_55,307,氷結ハンマー,Freezing Icehammer,SPELL,,■ Choose one of your opponent's water or darkness creatures in the battle zone. Your opponent puts that creature into his mana zone.,,crosswalk,131072,130816,256
312,989,1672,7_S1,7_S1,308,栄光の精霊アイリス,"Siri, Glory Elemental",CREATURE,Angel Command,"■ Double breaker (This creature breaks 2 shields.)
■ While you have no shields, this creature has ""blocker"" and ""At the end of each of your turns, you may untap this creature.""",,crosswalk,131072,130560,512
313,990,1673,7_S2,7_S2,309,アストラル・メデューサ,Cosmic Nebula,EVOLUTION CREATURE,Cyber Virus,"■ Evolution-Put on one of your Cyber Viruses.
■ Whenever you draw the card at the start of your turn, you may draw an extra card.",,crosswalk,135168,134912,256
314,991,1674,7_S3,7_S3,310,残虐覇王デスカール,"Crath Lade, Merciless King",CREATURE,Dark Lord,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Your opponent discards 2 cards at random from his hand.",,crosswalk,139264,137984,1280
315,992,1675,7_S4,7_S4,311,激震闘士スカイ・クラッシャー,"Sky Crusher, the Agitator",CREATURE,Dragonoid,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Each player puts a card from his mana zone into his graveyard.",,crosswalk,143360,142336,1024
316,993,1676,7_S5,7_S5,312,金剛の超人,Headlong Giant,CREATURE,Giant,"■ This creature can't attack if you have no cards in your hand.
■ Whenever this creature attacks, discard a card from your hand.
■ This creature can't be blocked by any creature that has power 4000 or less.
■ Triple breaker (This creature breaks 3 shields.)",,crosswalk,151552,150272,1280
317,994,1677,8_1,8_1,313,開眼者クーカイ,"Kuukai, Finder of Karma",CREATURE,Mecha Thunder,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Evolution-Put on one of your Mecha Thunders.
■ Whenever this creature blocks, untap it after it battles.
■ This creature can't attack players.",,crosswalk,135168,133888,1280
318,995,1678,8_2,8_2,314,アクア・レンジャー,Aqua Ranger,CREATURE,Liquid People,"■ This creature can't be blocked.
■ When this creature would be destroyed, put it into your hand instead.",,crosswalk,129024,128000,1024
319,996,1679,8_3,8_3,315,暗黒皇女メガリア,"Megaria, Empress of Dread",CREATURE,Dark Lord,"■ Each creature in the battle zone has ""slayer."" (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)",,crosswalk,149504,149248,256
320,997,1680,8_4,8_4,316,紅神龍ジャガルザー,Magmadragon Jagalzor,CREATURE,Volcano Dragon,"■ Double breaker (This creature breaks 2 shields.)
■ Turbo rush (If any of your other creatures broke any shields this turn, this creature gets its turbo rush ability until the end of the turn.)
  Each of your creatures in the battle zone has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)",,crosswalk,137216,135680,1536
321,998,1681,8_5,8_5,317,幻想妖精カチュア,"Kachua, Keeper of the Icegate",CREATURE,Snow Faerie,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Search your deck. You may take a creature that has Dragon in its race from your deck and put it into the battle zone. Then shuffle your deck. That creature has ""speed attacker."" At the end of the turn, destroy it.",,crosswalk,143360,142336,1024
322,999,1682,8_6,8_6,318,光器サーシャ,"Sasha, Channeler of Suns",CREATURE,Mecha Del Sol,"■ Dragon blocker (Whenever an opponent's creature that has Dragon in its race attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ While battling a creature that has Dragon in its race, this creature gets +6000 power.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,129024,127488,1536
323,1000,1683,8_7,8_7,319,疾風の守護者スール・ミース,"Thrumiss, Zephyr Guardian",CREATURE,Guardian,"■ Whenever any of your creatures attacks, you may choose one of your opponent's creatures in the battle zone and tap it. (First choose what your creature is attacking. Then choose a creature to tap.)",,crosswalk,135168,133632,1536
324,1001,1684,8_8,8_8,320,予言者マリエル,"Nariel, the Oracle",CREATURE,Light Bringer,■ Creatures that have power 3000 or more can't attack. (Creatures that have power less than 3000 and get extra power while attacking can still attack.),,crosswalk,124928,123904,1024
325,1002,1685,8_9,8_9,321,アクア・グラップラー,Aqua Grappler,CREATURE,Liquid People,"■ Whenever this creature attacks, you may draw a card for each other tapped creature you have in the battle zone.",,crosswalk,135168,134144,1024
326,1003,1686,8_10,8_10,322,ビコラキス,Vikorakys,CREATURE,Sea Hacker,"■ Turbo rush (If any of your other creatures broke any shields this turn, this creature gets its turbo rush ability until the end of the turn.)
  When this creature attacks, search your deck. You may take a card from your deck and put it into your hand. Then shuffle your deck.",,crosswalk,126976,125696,1280
327,1004,1687,8_11,8_11,323,マリン・スクランブル,Marine Scramble,SPELL,,■ Your creatures in the battle zone can't be blocked this turn.,,crosswalk,116736,116736,0
328,1005,1688,8_12,8_12,324,黒神龍ガルバジーク,Necrodragon Galbazeek,CREATURE,Zombie Dragon,"■ Whenever this creature attacks, choose one of your shields and put it into your graveyard.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,151552,151040,512
329,1006,1689,8_13,8_13,325,恐怖の影スクリーム・アサシン,"Scream Slicer, Shadow of Fear",CREATURE,Ghost,"■ Whenever you put a Dragonoid or a creature that has Dragon in its race into the battle zone, destroy the creature that has the least power in the battle zone. If there's a tie, you choose from among the tied creatures.",,crosswalk,141312,139520,1792
